isValid,review
-1,我虽然个子不高 但是穿起来非常有范儿
1,太差经了，买的中码，上衣是中码，裤子是加大码，而且还有很大的色差，快递也不行，
1,还不错，但不是加绒的，明明说是卫衣的
-1,已经买了好几套了，很不错
1,推荐的码大了，凑合穿吧，上衣不错，裤子容易粘毛！
1,适合初春穿。面料摸着很软，很舒服。 我刚穿去爬山回来，嘻嘻
1,还可以，就是有点贵
1,质量不错，就是号有点偏小
1,衣服质量不错，码子偏小，黑色的有点沾灰，建议买其他颜色
1,有点小贵，不过样子还可以，上衣下摆有点紧，稍微松点更好看
1,不起毛，质量很好，很合身，有价值，我又买了套红色的。
1,质量不错，就是有点掉毛毛
1,东西一般，不值这个价位
1,裤子屁股都起球了
1,款式可以，上衣的布料和裤子不一样。布料会起球，我的裤子已经起球到不行了
-1,手感不错，穿上也很舒服，弹性很大，很别致，小性感！物超所值
1,衣服有点偏小，裤子偏短，质量还可该
1,上衣有点小，裤子没法穿
1,就是太肥大，最小码也大
1,就是太肥大，最小码也大
1,有点大，还好
1,衣服还行，就是感觉袖子怪怪的
1,质量非常好，就是我个子太小买最小码都有点撑不起来。
1,面料太薄了。绒面的，像毛巾的面料，不知道洗过会不会缩水啊。样式还是挺好看的。
1,我觉得这件衣服蛮好看的但是  穿着怪怪的   然后我买大了  太大了  整个人穿着真的很怪  料子的话 一般般吧  快递的话  我觉得很慢
1,我买的衣服与收到的货品不符，所发货价值低，要求自已退换，磨磨蹭蹭，衣服换了后，退换的运费也杳无音讯，钱不多是小事，但这种生意态度的确是问题，若是实物店肯定不会要，总之是别扭。
1,建议买大一号
1,质量很不错，就是应该买小一点的码差不多，这个给儿子穿了，颜色很显白哦
1,挺好的，就是大了&hellip;要慎重选择型号！！
1,还可以，就是有点儿薄   有一丝丝掉毛嗯(⊙_⊙)
1,衣服不错 就是现在穿的话有点厚了
1,一般般
1,买大了，但是质量还是可以的
-1,穿上挺舒服的，一分钱一分货
1,衣服质量很好，果然没有失望一分钱一分货，也没有线头什么的，摸起来很滑很舒服，值得一试
-1,其实吧，这件衣服，它袖子较短，衣服较长，难道是我手太长？?不过，搭配一件牛仔外衣和黑色牛仔裤或休闲裤很不错哦，再配一双小白鞋或纯色帆布鞋，看起来轻松休闲又好看～
1,整体感觉还可以吧，就是长短上比想象的小一些，宽松上可以，买了两件都是感觉偏小
1,这件衣服，是长款的。。。我还以为是短款的呢。。结果一穿，到我臀部偏下。。。
1,卫衣很不错，不过稍微有点大了，但不影响美感，质量很好，就是不知道起球不。还有，物流有点慢，等了四五天才到
-1,颜色和图片一样的，看着非常喜欢，穿上也好看，但是袖子感觉短了，难道是我手长吗。
1,颜色很好看很称肤色，挺喜欢的，就是好像买大了（笑哭），质量没问题，有点薄，不过不碍事，春秋可以穿，赞
-1,真的很不错，穿上非常舒服，除了那个，那个就是前面带的那个带上没有一点点小瑕疵，布料摸着也非常舒服，快递非常快，是春节期间买的
1,衣服质量不错，但是买的大了。不能完全按照体重买，其实按照平时的尺寸就行了。但是懒得换了，劳神。可能年底的原因吧，发货慢，快递也慢。不过店家态度很好。所以。综合下来，心情还算愉悦。其他人参考。
1,很好，就是不知道起不起球
1,黄颜色很好看 纠结了很久 你们自己看吧
-1,颜色真的好看 我喜欢 谁说只有红色代表喜庆 黄色寓意也很好 宝宝 就是一个特立独行的女汉纸
1,首先来说卫衣的颜色真的太棒了不会说是那种黄的发亮很浮的黄 还不是那种发乌发暗的黄 对我来说颜色刚刚好 穿在身上很暖和 加的绒虽然不是说那种厚厚的 但是很实用 开春冷的那会也是可以穿的
-1,一般般
1,说实话这衣服是帮别人买的，要是自己的话&hellip;&hellip;
-1,一般
-1,本来想的是买一个差不多的先凑合穿 收到衣衣之后顿时觉得太值了 摸着特别舒服 跟几十块的地摊货根本就是差距好大 好吗 果然京东比较高大上
1,比较宽松休闲的，我朋友说要黑还不如全是黑不要有图案的，我感觉好！
1,这款黑色套装，很舒服，质量不错。
1,衣服一般，有点被欺骗，不值这个价钱。
1,没相象的好，裤子和T皿扁大
1,样子挺好的，基本上和图片差别不大，很喜欢
1,还不错，就是买大了
1,商品给实货不符，
1,黑色就是太容易沾灰了
-1,总体来说还可以。
1,做工太差。人家说京东上面的东西不好，我看一样的是假的。太差。太差。太差。
1,衣服还可以裤子太长了
1,衣服是棉的，尺码很足，160身高的我穿上衣有点宽松，裤子有点长，感觉自己买大了一码，下水洗微有点掉色，还是喜欢。
1,宝贝真好，就是有点儿小贵！
1,衣服质量一般，尤其是外套的拉链，跟地摊货差不多，不值这个价
1,上衣刚刚好，裤子却肥很多
-1,嘻嘻您热破婆婆哦哦哦
1,质量还可以，就是有点薄。
-1,一般
1,还不错，质量很好，物流一般，只是图上看不出有绿色，本人不太喜欢绿色。
1,衣服好看是好看，但是一点都不值这个价钱，中看不中用。建议大家不要买
1,质量很好，应该不起球，有些粘毛，有弹性，穿着舒服，有点小贵，
1,还行，就是料子差点。
-1,衣服总体来说还可以，快递也很给力
1,衣行还行，裤子大了一点
-1,很好，买了好几套了
-1,东西收到了，看着还好，一分钱一分货嘛，有点不如意，内门禁有一个小洞，希望下次商家能把好质量关！
1,衣服质量还可以，可裤子质量很差。还有尺码不正规，外衣小，T恤衫和裤子反而大。总体来说这次购物不是很满意！
1,一般般，不是特别理想
1,质量很好！穿着也很合体！就是上衣拉链不太好使
1,还好，没怎么穿
1,就是图片上的牌子和送来的不相付、不知道料子是不是一样。
-1,穿着它变成运动达人！
1,衣服稍微有点短，面料一般，看着不值钱，慎买
1,卫衣的底边儿和袖口为什么没有用松紧，显得很紧，但是穿到身上还不错
1,夸张的袖子 就喜欢这种特别的衣服
1,大小合适，但穿上显得皮肤更黄了，本来以为红色显肤色的，有点小后悔~了~
1,不错，挺好看的，颜色也正，宽大
1,不是很满意&hellip;&hellip;
1,穿了两次就丢了，这衣服质量真的不敢恭维，裤子掉色还一股臭味
1,买了一两个月了，才来评价，衣服质量很好，适合春秋时候穿！很漂亮！
1,质量一般，凑合能穿。
1,买了一件无袖上衣，商家提供给消费者的信息前后不一致，要求退货时，客服的态度完全是相互推诿，一讲到运费的问题就转到其他客服，然后再把事情重新讲一遍，然后又转，一共四五次，客服上班时间很牛逼，上午10点到下午6点，超过时间不处理，必须你在线状态才理，不然就给你转，退款还不退全款，告诫大家，如果不是京东自营的，就别考虑了，之前人家客服水平还不错！
1,外套是短款，天气稍凉时穿还不错，就是我分不清到底是黑色，还是深灰色。
-1,挺好！等出差回来再买个黑的
1,两个袖子口的颜色就是这样的么？还是假货？求解！！！
1,刚买完就涨价了，我只能偷笑了
1,不错?，适合春秋天穿
1,帮人家买的  挺好的 她挺喜欢  颜色挺正
1,一般吧&hellip;&hellip;
1,店家发货超级慢，东西出现问题，延迟发货你也主动和买家沟通下，问了半天才回答，问了半天才回答。这样好吗？
1,是暗红色，对于我这种一米七的大个来说衣服宽松但偏短，懒得换了
-1,衣服一般吧
-1,质量好，有点酷酷的，买家秀。。。。。
1,很生气，刚买完就降价了，不想说什么了
1,很好，喜欢，就是袖子长，很喜欢这款，自己改短点袖子就好了，不过还是长长的袖子才有范。
1,还是喜欢这个颜色 本来说买深色想着太深了 黄色很好看！很活泼
1,挺喜欢的衣服，就是袖子长啊，真的可以去唱戏了。不过很美腻。买完就降价了，不太开心啊。
1,有点大，170CM105斤穿S都有点大了。不过配黑色喇叭裤很好看，配运动裤又很有青春活力，棒！
1,有点大，穿着和唱戏似的
1,质量很好，颜色还好，就是很大很宽松。
1,衣服蛮好看的 就是太大了 一定得买小一号 懒得换 卫衣大一些也可以
1,衣服袖子太长了
1,大了，好大，买了好几件l码的，唯独这件特大，还行吧
1,太大了，袖子太长
1,就是袖子有点长，其他都很棒，大爱
1,衣服有股很大的味道&hellip;&hellip;洗了两次还有味
1,颜色挺正的，就是s码的穿上还大，袖子好长又肥。
1,炒鸡好看的衣服 跟带感就是有点买大了 赞！
1,衣服摸起来很舒服，灯光的关系有点暗，但是还是很喜欢。有点薄，天气暖一点再穿。袖子很长，宽松韩范，还好买小了一个码。???
1,衣服买大了，退换麻烦，但是质量还是不错的
1,袖子太长啦！！
1,颜色与图片不符。显老。衣服摸起来还可以
1,买大了――
1,卫衣是宽松版的，里面有点扎，建议里面最好穿一个打底
-1,买家秀。。。。。。。。。。。衣服好看，我长丑了
1,不错，就是袖子太长了
1,本来应该买XS的，但买了S，穿起来宽松，挺好看的，不过这款的衣袖太长了。但总体挺好看的，颜色不错，蛮喜欢的
1,比图片颜色深一点   穿上也是很好看的  袖子长点
1,袖子太长了，其他还好
1,还不错就是袖子长了点
1,衣服不错，就是有股味道，辛亏要了最小码，不然肯定大就穿不了了，我还是很喜欢的尤其是款式，不过布料不是特别喜欢
1,衣服还行，款挺漂亮的。买了最小码，还是觉得太大。驾驭不了。只能退，，可惜，，
1,还好，就是长了点
1,稍微大一点，但是很喜欢
1,买了那么多，唯独这件，有点不合身，太大了
1,最小号都那么肥大！懒得退了！
1,很满意。衣服大了一码
1,换来换去还是太大了，很大的失望
1,跟专柜一样，就是袖子那里，脏了一块，应该能洗掉，其它都好
-1,好一般
1,比客服推荐的买小了一码，合适，但没有穿出模特宽松的感觉，由于偏胖，呵?
1,凑合吧。。。。。。。。。
1,老公说挺好看的，就是领口略大，配个打底应该不错。
1,跑步穿的  还可以
1,还没穿，衣服跟图片一样。模起来很舒服，就是不知道质量怎样？会不会起球。
1,评论说衣服怎么好怎么好，我收到的怎么感觉不怎么样呢，还是说评论中多数都是托！
1,有弹性  穿起来很酸爽   很不错
1,东西不错  质量可以肯定
1,还没穿，不晓得
1,货收到太差了，裤腰上的松紧带还是拧巴的，弄了半天也不平整，料子太薄，不值这个价钱，差差差评
1,质量很好，就是买大了
1,速度有点慢，服务态度很好，没在单位上班，直接给我转到家里了。
1,我以为是纯绵的，料子不是我想像的
1,裤脚有两个洞，一点都不满意
1,我好像没买这件衣服吧为什么要我评价
1,不错，和模特穿的一样。
1,还行，就是裤子有点瘦，洗了不掉色
1,不存，不知道会不会掉色，穿上之后显得很凉快
1,质量不好，不是一般的不好，？
1,满意就是被我买大了，买家服务态度好、
1,白色的不好，透明度过高
1,质量一般吧，
1,一般般这件衣服款式还可以。
1,买了多件衣服，一件偏大，想换货，提交服务单没人理会还直接关闭售后进度！我是买了运费保险的。
1,一般，想加绒的，订得时没注意，?
1,不满意我买厚的发来是薄的
1,很潮 跑步必备
1,衣服还可以吧！就是上衣有点短啊。
1,挺单纯喜欢红色的这件衣服
1,买跑步穿的 挺灵活的 可以
1,布料和手工都不错，款式也好，各个部位尺寸都刚刚好，本人个子不高，150高96斤重，要裁短裤脚当工作服，比较满意的一次网购，先买一条试下质量，打算再买估计穿高跟鞋会刚好
-1,一般
-1,有弹性，不紧绷，很修身，显瘦
1,衬衫质量很好
1,买的是红色加绒的，:不好看，又拍大了一个号，换了不加绒的灰色2XL的刚刚好，质量很好
1,颜色有误差，裤子太紧，上衣还行
1,质量还可以，裤子有点长了
1,穿着舒服，不起球，就是领子太大了，再小一点就好了
1,衣服质量好差，每次洗都脱色，穿的时候皮肤上都有碎碎的毛。
1,我买了一套黑色的，才料目前看可以，也和身，以后还会买，裤子是翻过来塞的，
1,衣服总体来说不错，缺点是白色线条上的散光粉掉的厉害了，都沾在衣服上，看上去极不舒服，不知洗后会变成什么，，暂时给个中评吧，
1,质量很好，就是码数有点偏小，好在我要大了一码
1,很好看漂亮，就是不知道会不会起球。还有就是上衣有点短，基本满意。其它的还不清楚？
1,描述上前面的是加绒，后面是不加绒，不加绒也清楚写的不加绒，都是红色的很自然的前面是加绒的，但收到后却不是加绒的，找客服商量却是诸多狡辩，而且衣服跟*的质量差不多，完全不值这个价，但退也麻烦，哎！京东上除了京东自营商品外，其他真不行了。
1,出现了小小的不愉快，但是卖家态度还好
1,衣服挺好的就是买大了
1,真适合我跑步
1,(*^__^*) 嘻嘻&hellip;&hellip;我姐说我变美了
1,跑步好用
1,有点小薄，也难怪，又不是加绒的，很喜欢
1,不满意，颜色差别太大，色好老气，跟图片完全不一样的颜色
1,帝黛卫衣女套装加绒加厚2017春季新款韩版修身套头长袖大码休闲运动保暖两件套 蓝色不加绒款 2XL（135-150）斤
1,不错就是裤子大了点改下就行
1,挺好的，就是裤子有点大
1,质量不错，就是颜色和图片有点差别
1,不是特别理想，算了不退了。
1,物流不敢恭维，真是慢得一塌糊涂
-1,穿上很性感!好
1,套装省了搭配，满意，穿上可以锻炼了。
1,套装速干面料，要锻炼啦，不然肉又多了。
1,质量还可以，就是拆包的时候会有味道
1,四件套很好，穿着运动特棒。
1,有点小，不换了，运动的运力吧。
1,可以了，希望能多出新款。
1,套装不错，去运动吸汗强。
1,穿试下，锻炼应该很好。
-1,满意，穿性感，运动吸眼球。
1,面料柔软亲肤，很舒服，弹性很好
1,套装快走跑步练瑜伽都适合，挺显瘦的。
-1,跑步做瑜伽穿着都很舒服
-1,运动套装吸汗很强，瑜伽锻炼很好。
1,舒服没束缚感。
1,健身服速干，吸汗。
1,很有型也塑身。努力锻炼身体。
1,质量一般，做工比较粗糙！
-1,每天去健身房穿，颜色很炫。
1,很划算。吸汗强。
1,轻松大气。上身有点性感。
1,好，运动跑步舒适，
1,穿去健身房跑步不错，个人喜欢哦。
1,穿上挺美，肚皮看不见。好锻炼。
1,好看，快递神速。
1,质量好，锻炼时胸衣不走动。
1,套装去锻炼回头率高。
1,裤子面料有点厚，估计夏天穿热。还好。
1,去健身房锻炼超级好。
1,款式有特色，穿上小性感。
1,现在穿锻炼也不冷。
1,颜色要比照片艳，稍有些大。裤子的弹性一般。
1,这套最爱啊。
-1,设计瞬间让人眼前一亮。
1,衣服还行，我穿简单随性。
1,合身，性感迷人。锻炼好~
1,健身衣好，希望穿上有减肥的决心。
1,是有种冰丝凉快的感觉，运动好。
1,衣服贴身，干很也快，适合运动。
1,外套内衣合适，裤子有点紧。要使劲减肥了。
1,还行吧，就是大了一点！就是那个裤子是不能分开的，我还以为是可以分开的
1,内衣和裤子子大了一码，可以换吗？其它的都可以。
1,不错，和实物一样，就是一只口袋是漏的。
1,衣服很好，就是我穿有点紧
1,衣服好，肚肉太多，要锻炼了。
1,透气舒服，适在健身房运动，或跑步。
1,衣服颜色衬皮肤，锻炼也有动力。
1,好，期待锻炼瘦身。
1,客服不理人，物品相当差，衣服很薄。物品跟价格相差太远。往各位慎重
1,好喜欢，锻炼跑步去了。
1,穿上吸引人，减肥有动力。
1,衣服真不值这个价格，太贵，衣服穿上跟秋衣秋裤似的，还不如秋衣秋裤布料好，卖家服务态度也不是很好，沟通问题一下就急了，也怪自己趁孩子睡着买的太急。将就着穿吧，大家引以为戒！
1,质量好差，颜色也不好看
1,薄了一点点，颜色不错，布料也可以！
1,太假了从网上看了颜色非常好看但货到颜色就那么差劲
1,衣服还可以，就是到了包裹都坏了
1,一般般吧有点贵
1,质量还不错，有弹性，就上衣太短小，袖子是七分袖，衣服上面的饰品不是锈花，感觉洗的时候不好打理，不显气质，又不显可爱，质量还不错，建议骨架很小的妹子买哦
1,衣服是我喜欢的个性，就是袖子长了，整身有点短了！别的就没有什么了？
1,还好?，先用着看看！
1,很好看，就是衣袖很长，质量也不错
1,商品很好，就是我要来n码发来L码给我。
1,还好吧，就是有点贵了
1,不值那个钱，质量差
1,总体来说还不错，就是觉得有点透视了！
1,不值这个价，质量太一般了，
1,很好，就是有点薄了
1,衣服质量太差，布料很薄，穿上后还能看到里面内衣的颜色，大家不要上当受骗了，完全不值这个价，跟地摊货一样！
1,质量挺好的就是白色的穿起来有点透不知道其他颜色怎么样
1,不一样的呢？衣服是直筒的
1,一点线头也没有，有分量，质量真的不错。
1,质量还好，就是有点薄
1,不好，很不满意，裤子太短了
1,质量很不好，太差了，后悔
1,衣服质量不好，和他写的完全不一样，说的衣服加厚型，结果很薄，而去很透，内衣内裤什么颜色都看得清清楚楚的，差评，而且是相当差评，以后在也不来这家店买了
1,不怎么样，买贵了
-1,质量一般
1,还好、有点透
1,还好，就是买胖了
1,质量太差，裤子只有一个口袋，另一个口袋只有一寸的空间，手都放不进去
1,衣服不是棉的，质量一般
1,衣服质量太差了，懒得退太麻烦
1,不怎么厚
1,款式好看，就是太薄了，有点透，其它的还好
1,有点儿贵
1,挺好的，就是有点薄
1,没想像好，质量太差，像地摊货
1,还行吧！质量有待提高
1,不是直营店，太慢了
1,还可以，一分价钱一分货
1,还可以，有点透色，建议穿浅色内衣
1,款式不错，但是不跟图片一致，买来的是带透明的，不是理想中的。
1,薄点，透
1,已将穿了，面料很舒服，不扎人。洗了，也没掉色
1,不怎么好，太透明了。
1,衣服太差了，去实体店买100元都不要，居然在京东买要188元，太坑人啦！建议大家别上当受骗啦
1,这个面料不怎么喜欢，因为不是棉的！样式还行
1,买的跟看的不是一个面料，有点失望
1,虽然有点透，但是挺好的看的！
1,先买了一套白色的，朋友看见质量款式都好，就让我又邦买了一套红色的，建议大家不要错过。
1,这套衣服质量好，好可惜不适合我。
1,不是理想中的，面料不舒服不是纯棉的
1,还行就是大了点，不过就是不是我想象中的那种，
1,穿了好久才来评价  还行  特别好洗  质量一般般
1,隔了几天，把衣服洗了。因为味道太重，衣服一下水，严重脱色，直接不敢穿，太垃圾了
1,货是收到了，但是严重褪色，内衣都染色了。我就不追究了你看看我拍的照片。这个怎么穿？你看看褪色有多严重。
1,还可以料子不太好
1,一般般，有点失望?
1,非常满意，和图片上说的一样，就裤子口袋做的太浅，手机都放不下。
1,衣服很美哦，百搭
1,质量很好，面料舒服，大小合适，出门，跑步的最佳服饰，下次再来！
1,很好看 不错的 不透
1,穿着跑步挺好的
1,收到货了。挺喜欢的。满满都是爱。嘻嘻。
-1,质量一般般
1,太薄了，不值这个价，快递也不给送到指定地点
1,不厚不薄春秋款，白色好看
1,总体来说衣服还好，就是运输速度有点慢！
1,白色显肤色，好看
1,白色还是挺好看的
1,买来跑步，还是挺好的
1,质量可以，颜色也好看，就是太薄了，有点透
1,太薄了，和价钱不成比例，太差了
1,不怎么样，太薄了
1,买了两件白色的衣服，喜欢
1,太薄了，总体还可以
-1,一般般
1,薄厚适中，适合春秋
1,不值 一点都不值 ?
1,质量一般般吧
1,裤子有点薄，有点透
1,太薄，现在穿不适合，伏天穿估计行，还遮阳
1,一般般吧，不是想要的那种感觉
-1,一般
1,还可以，料子差点
1,这衣服不好，还贵，不建议购买，*都不值
1,不错不错，挺喜欢的，就看看后面起球不，穿了以后在来评价。
1,面料挺柔软，就是太透了，不是想象那样
1,不是很好，衣服不好
1,物流不联系本人，差评。物流不联系本人，差评。物流不联系本人，差评。
1,不好质量太差了，一点都不好
1,总体还可以，就是太透了
1,质量不是很好。太透了。
1,裤子有点紧 都还好
1,质量不好，太薄，做工一般
1,还行吧，一般可以用
1,太薄了可一般般了
1,差评，不值这个价，又透。
1,衣服还可以，但是对于这价钱就偏高了。这质量在外面也就100块多点
1,差差差差差，这样的衣服居然卖*，质量差还掉色！以后绝对不买了。
1,一般般
1,衣服可以裤子不行
1,质量一般，还可以吧。
1,一般。 感觉不值
1,太薄，洗了退色不是满意的一次购物
1,裤子太脏，掉色。衣服还没洗不知道掉不掉色，但是还是挺喜欢的。
1,感觉袖子边不是很好，容易松弛，不怎么好，有点失望这个价格
-1,一般般
1,还可以吧，就是裤子小了点
1,上衣合适，裤子有点瘦，整体还行
1,讲真，这个价钱本来有些贵，只是一套普通运动衣而已。我想着质量好穿着舒服就行，谁知道居然掉色！裤子也有些吸灰沾灰。物流也是醉了，买了四个东西，京东最先买的却最后一个到，还能说什么呢？
1,跟图片不太一样，号码有点大
1,大小合适，领口有点小，整体还行吧
-1,好，非常喜欢。一共买了3套。
1,还不错，个人比较喜欢衣服，裤子容易沾毛毛
1,上衣还不错，就是裤子太瘦，想退货，物流很快
-1,质量一般
-1,衣服质量可以，就是码数拍小了，拍Xl哺乳期不能穿！
-1,衣服质量可以，就是码数拍小了，拍Xl哺乳期不能穿！
1,太大了，懒得换了
1,很差
1,衣服很不错 特别有弹性 质量很好 挺划算的 本人153 97 买的m号 刚合适 穿习惯了宽松的 感觉这个有点紧 幸好听了客服的买m 差点s了 裤子长度正好合适 喜欢宽松的可以买大一号 是该减减肥了
1,不是纯棉的，质量也非常一般
1,刚才的一样。
1,话说！，只能用快，好，来形容啦！，嘻嘻！能碰到老板这个店，够幸福的。
1,凑合着看吧哈哈
1,衣服还行吧，就是有点胖，送的衣服不能穿，我买Xl的送的的是Xxl的，上衣瘦小，裤子特别肥大，做工也不好，不是多满意的一次购物。
1,包装是不是过于简陋的一点，还好我不是送人的！   手臂上的大飞鹰真的不好，整体的设计应该是简约的，拿到手的刺绣部分有点俗，于是我把两个大飞
1,现在才发现&amp;hellip;&amp;hellip;被外面的边边挡住了，并未拉扯过。
1,这一套，很齐全，跑步瑜伽都可以。但是文胸不是很固定，适合练瑜伽。卖家售后特别赞，总体还不错
1,身高167体重57，除了运动内衣其他全要了L号，裤子腰围感觉大了点，其他都很合适。这一套感觉特别值，可以酷酷地去健身房了，开心！
1,这一套，很齐全，跑步瑜伽都可以。但是文胸不是很固定，适合练瑜伽。卖家售后特别赞，总体还不错
1,不得不说买值得了，非常舒服，不掉色，弹性也很好。
1,凑合着看吧哈哈
1,衣服很不错 特别有弹性 质量很好 挺划算的 本人153 97 买的m号 刚合适 穿习惯了宽松的 感觉这个有点紧 幸好听了客服的买m 差点s了 裤子长度正好
-1,衣服料子很好，穿上很舒服，贴身
1,衣服质量很好，弹性很大，运动的时候非常适合穿，赞
1,质量好，针脚顺，修身，但是，真心不能用来做瑜伽，好热，春天都热出汗来，密闭的，不太透气
1,挺好的～吸汗～速干～颜色也喜欢～锻炼身体要坚持....
1,刚收到拆开我简直不敢信，两百不到那么多，而且质量还好，款式我也喜欢，第一天收到，新的一年健身房走起
1,好喜欢呀，本来想要灰色外套。。但是想想运动要有活力一些，就让卖家给换了玫红色，今天到货试穿一下，好漂亮的颜色呀，穿上好有活力，看着心
1,凑合着看吧哈哈
1,穿上很舒服  很贴身 质量也不错  快来抢购吧   嘿嘿
1,家里没有A4纸，只有小蛮腰，哈哈，超级喜欢，刚刚晒朋友圈，已经有好几个要链接的了
1,衣服挺好的。就是买小了，送给别人穿了，我又入手两套
1,收到宝贝很惊喜，本来不出汗，因为这款衣服超贴身，早上跑步都能能出汗了，坚持锻炼，练成腹肌，啊哈哈
1,运动的话，快走ok跑步稍微背心有点晃，其他穿着都很舒服，显瘦
1,衣服已收到，很合身，不过本人体重指数有点超标嘿嘿，裤子太贴身了就不发卖家秀了，要努力减肥咯，希望下次能在家再买一件小一号衣衣
1,运动衣很理想，实物颜色比图片深，不过也喜欢，质量不错，尺码也适合，洗过不掉色。就是内衣太宽松了，好在有专门买好的运动内衣，无所谓啦。
1,刚收到拆开我简直不敢信，两百不到那么多，而且质量还好，款式我也喜欢，第一天收到，新的一年健身房走起
1,质量很好，没话说。身高一米五，裤子有点点长，不过很好
1,上身效果很好看，特别显身材，老公看了都不让我这样穿出去跑步！有一点不太好就是外衣总是往上缩！跑步还好，如果做瑜伽跳舞这些就不太方便了！
1,衣服很好 都是速干的 170 125xl正好 可能长袖外套有点大 去健身房都有自信了hhhhh而且干得快方便 裤子算是反光的吧但应该就是这种面料 内衣挺好
1,很喜欢质量真的不错，特别是那个运动内衣我本来都没抱希望觉得质量肯定不好，结果收到后比在三福买的好
1,忍不住拍了好多照片，嘿嘿！
1,感觉不算厚实，里面也是薄绒的，还不错！就是可能在仓库放久了，有股不怎么好闻的味道。物流很给力！
1,家里没有A4纸，只有小蛮腰，哈哈，超级喜欢，刚刚晒朋友圈，已经有好几个要链接的了
1,刚开始买大了一码，跟卖家沟通了一下，给换了，这套很合身！
1,挺厚实的，马甲是丝棉的，有点味道！袖子刺绣很好！
1,面料好，有弹性，穿着合身。
1,挺好的，只是买大了
-1,真不错，质量相当好了，拿回来就上身试了，本人1.72高，重70kg，穿在身上是贴身的，运动衣要是肥肥大大的就不舒服了，就算贴在身上也不紧，衣服
-1,很透气，面料很好，小性感
-1,真不错，质量相当好了，拿回来就上身试了，本人1.72高，重70kg，穿在身上是贴身的，运动衣要是肥肥大大的就不舒服了，就算贴在身上也不紧，衣服
-1,挺好的～吸汗～速干～颜色也喜欢～锻炼身体要坚持....
-1,真不错，质量相当好了，拿回来就上身试了，本人1.72高，重70kg，穿在身上是贴身的，运动衣要是肥肥大大的就不舒服了，就算贴在身上也不紧，衣服
1,没看清买大了在衣服还可以吧
1,本次购物非常满意，首先，快递非常给力.
1,话说！，只能用快，好，来形容啦！，嘻嘻！能碰到老板这个店，够幸福的。
1,还好吧！质量一般般
1,感觉尺码偏小了一点。
